Name,Artist,Album,Track Number
Last Day of Winter,Pelican,Fire In Our Throats Will Beckon the Thaw,1
Autumn into Summer,Pelican,Fire In Our Throats Will Beckon the Thaw,2
March to the Sea,Pelican,Fire In Our Throats Will Beckon the Thaw,3
Track 4,Pelican,Fire In Our Throats Will Beckon the Thaw,4
Red Ran Amber,Pelican,Fire In Our Throats Will Beckon the Thaw,5
Aurora Borealis,Pelican,Fire In Our Throats Will Beckon the Thaw,6
Sirius,Pelican,Fire In Our Throats Will Beckon the Thaw,7
Glimmer,Pelican,What We All Come To Need,1
The Creeper,Pelican,What We All Come To Need,2
Ephemeral,Pelican,What We All Come To Need,3
Specks of Light,Pelican,What We All Come To Need,4
Strung up from the Sky,Pelican,What We All Come To Need,5
An Inch Above Sand,Pelican,What We All Come To Need,6
What We All Come to Need,Pelican,What We All Come To Need,7
Final Breath,Pelican,What We All Come To Need,8
NightEndDay,Pelican,Australasia,1
Drought,Pelican,Australasia,2
Angel Tears,Pelican,Australasia,3
Gw,Pelican,Australasia,4
Untitled,Pelican,Australasia,5
Australasia,Pelican,Australasia,6
Pulse,Pelican,Untitled EP,1
Mammoth,Pelican,Untitled EP,2
Forecast for Today,Pelican,Untitled EP,3
The Woods,Pelican,Untitled EP,4
B + T,Battles,EP C/B EP,1
UW,Battles,EP C/B EP,2
Hi / Lo,Battles,EP C/B EP,3
IPT-2,Battles,EP C/B EP,4
Tras 2,Battles,EP C/B EP,5
Fantasy,Battles,EP C/B EP,6
SZ2,Battles,EP C/B EP,7
Tras 3,Battles,EP C/B EP,8
IPT 2,Battles,EP C/B EP,9
Bttls,Battles,EP C/B EP,10
Dance,Battles,EP C/B EP,11
Tras,Battles,EP C/B EP,12
Why Is My Sleeping Bag A Ghetto Muppet?,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,1
We Should Have Never Lived Like We Were Skyscrapers,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,2
Falcons And Vulcans,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,3
"Virginia, Don't Drown",Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,4
Collide The Tide,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,5
I Hope For Tumbleweeds,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,6
The Architect Has A Gun,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,7
Get Me Off This F**king Island,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,8
I'll Be Your Avalanche,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,9
All My Hammocks Are Dying,Chin Up Chin Up,We Should Have Never Lived Like We Were Skyscrapers,10
Collide The Tide,Chin Up Chin Up,Chin Up Chin Up,1
"F*ck You, Elton John",Chin Up Chin Up,Chin Up Chin Up,2
For All The Tanning Salons In Texas,Chin Up Chin Up,Chin Up Chin Up,3
The Soccer Mom Gets Her Fix,Chin Up Chin Up,Chin Up Chin Up,4
I'm Not Asking For A Tennis Bracelet,Chin Up Chin Up,Chin Up Chin Up,5
Pillage The Village,Chin Up Chin Up,Chin Up Chin Up,6
We Should Have Never Lived Like We Were Skyscrapers (Stephen Snydacker Mix),Chin Up Chin Up,Chin Up Chin Up,7
Falconz And Vulcanz,Chin Up Chin Up,Chin Up Chin Up,8
The Architect Has A Gun (Ronald Simmons/Gene McDonald Mix),Chin Up Chin Up,Chin Up Chin Up,9
Steadier Footing,Death Cab for Cutie,The Photo Album,1
A Movie Script Ending,Death Cab for Cutie,The Photo Album,2
We Laugh Indoors,Death Cab for Cutie,The Photo Album,3
Information Travels Faster,Death Cab for Cutie,The Photo Album,4
Why You'd Want to Live Here,Death Cab for Cutie,The Photo Album,5
Blacking Out the Friction,Death Cab for Cutie,The Photo Album,6
I Was a Kaleidoscope,Death Cab for Cutie,The Photo Album,7
Styrofoam Plates,Death Cab for Cutie,The Photo Album,8
Coney Island,Death Cab for Cutie,The Photo Album,9
Debate Exposes Doubt,Death Cab for Cutie,The Photo Album,10
Title Track,Death Cab for Cutie,We Have the Facts and We're Voting Yes,1
The Employment Pages,Death Cab for Cutie,We Have the Facts and We're Voting Yes,2
For What Reason,Death Cab for Cutie,We Have the Facts and We're Voting Yes,3
"Lowell, MA",Death Cab for Cutie,We Have the Facts and We're Voting Yes,4
405,Death Cab for Cutie,We Have the Facts and We're Voting Yes,5
Little Fury Bugs,Death Cab for Cutie,We Have the Facts and We're Voting Yes,6
Company Calls,Death Cab for Cutie,We Have the Facts and We're Voting Yes,7
Company Calls Epilogue,Death Cab for Cutie,We Have the Facts and We're Voting Yes,8
No Joy in Mudville,Death Cab for Cutie,We Have the Facts and We're Voting Yes,9
Scientist Studies,Death Cab for Cutie,We Have the Facts and We're Voting Yes,10
The New Year,Death Cab for Cutie,Transatlanticism,1
Lightness,Death Cab for Cutie,Transatlanticism,2
Title and Registration,Death Cab for Cutie,Transatlanticism,3
Expo '86,Death Cab for Cutie,Transatlanticism,4
The Sound of Settling,Death Cab for Cutie,Transatlanticism,5
Tiny Vessels,Death Cab for Cutie,Transatlanticism,6
Transatlanticism,Death Cab for Cutie,Transatlanticism,7
Passenger Seat,Death Cab for Cutie,Transatlanticism,8
Death of an Interior Decorator,Death Cab for Cutie,Transatlanticism,9
We Looked Like Giants,Death Cab for Cutie,Transatlanticism,10
A Lack of Color,Death Cab for Cutie,Transatlanticism,11
Bixby Canyon Bridge,Death Cab for Cutie,Narrow Stairs,1
I Will Possess Your Heart,Death Cab for Cutie,Narrow Stairs,2
No Sunlight,Death Cab for Cutie,Narrow Stairs,3
Cath...,Death Cab for Cutie,Narrow Stairs,4
Talking Bird,Death Cab for Cutie,Narrow Stairs,5
You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs,6
Grapevine Fires,Death Cab for Cutie,Narrow Stairs,7
Your New Twin Sized Bed,Death Cab for Cutie,Narrow Stairs,8
Long Division,Death Cab for Cutie,Narrow Stairs,9
Pity And Fear,Death Cab for Cutie,Narrow Stairs,10
The Ice Is Getting Thinner,Death Cab for Cutie,Narrow Stairs,11
I Will Possess Your Heart (Radio Edit),Death Cab for Cutie,Narrow Stairs,12
Album Credits [As Read by Mike West],Death Cab for Cutie,Narrow Stairs,13
Marching Bands of Manhattan,Death Cab for Cutie,Plans,1
Soul Meets Body,Death Cab for Cutie,Plans,2
Summer Skin,Death Cab for Cutie,Plans,3
Different Names for the Same Thing,Death Cab for Cutie,Plans,4
I Will Follow You Into The Dark,Death Cab for Cutie,Plans,5
Your Heart Is An Empty Room,Death Cab for Cutie,Plans,6
Someday You Will Be Loved,Death Cab for Cutie,Plans,7
Crooked Teeth,Death Cab for Cutie,Plans,8
What Sarah Said,Death Cab for Cutie,Plans,9
Brothers on a Hotel Bed,Death Cab for Cutie,Plans,10
Stable Song,Death Cab for Cutie,Plans,11
Victory Dance,My Morning Jacket,Circuital,1
Circuital,My Morning Jacket,Circuital,2
The Day Is Coming,My Morning Jacket,Circuital,3
Wonderful (The Way I Feel),My Morning Jacket,Circuital,4
Outta My System,My Morning Jacket,Circuital,5
Holdin on to Black Metal,My Morning Jacket,Circuital,6
First Light,My Morning Jacket,Circuital,7
You Wanna Freak Out,My Morning Jacket,Circuital,8
Slow Slow Tune,My Morning Jacket,Circuital,9
Movin Away,My Morning Jacket,Circuital,10
Susie Q,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,1
I Put A Spell On You,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,2
Proud Mary,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,3
Bad Moon Rising,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,4
Lodi,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,5
Green River,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,6
Commotion,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,7
Down On The Corner,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,8
Fortunate Son,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,9
Travelin' Band,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,10
Who'll Stop The Rain,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,11
Up Around The Bend,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,12
Run Through The Jungle,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,13
Lookin' Out My Back Door,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,14
Long As I Can See The Light,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,15
I Heard It Through The Grapevine,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,16
Have You Ever Seen The Rain?,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,17
Hey Tonight,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,18
Sweet Hitch-Hiker,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,19
Someday Never Comes,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,20
Vacuum Boots,The Brian Jonestown Massacre,Take It From The Man,1
Who?,The Brian Jonestown Massacre,Take It From The Man,2
Oh Lord,The Brian Jonestown Massacre,Take It From The Man,3
Caress,The Brian Jonestown Massacre,Take It From The Man,4
(David Bowie I Love You) Since I Was Six,The Brian Jonestown Massacre,Take It From The Man,5
Straight Up And Down,The Brian Jonestown Massacre,Take It From The Man,6
Monster,The Brian Jonestown Massacre,Take It From The Man,7
Take It From The Man,The Brian Jonestown Massacre,Take It From The Man,8
B.S.A.,The Brian Jonestown Massacre,Take It From The Man,9
Mary Please,The Brian Jonestown Massacre,Take It From The Man,10
Monkey Puzzle,The Brian Jonestown Massacre,Take It From The Man,11
Fucker,The Brian Jonestown Massacre,Take It From The Man,12
Dawn,The Brian Jonestown Massacre,Take It From The Man,13
Cabin Fever,The Brian Jonestown Massacre,Take It From The Man,14
In My Life,The Brian Jonestown Massacre,Take It From The Man,15
Be Song,The Brian Jonestown Massacre,Take It From The Man,16
My Man Syd,The Brian Jonestown Massacre,Take It From The Man,17
Straight Up And Down,The Brian Jonestown Massacre,Take It From The Man,18
Cause I Love Her,The Brian Jonestown Massacre,Take It From The Man,19
Yes! I Am a Long Way from Home,Mogwai,Young Team,1
Like Herod,Mogwai,Young Team,2
Katrien,Mogwai,Young Team,3
Radar Maker,Mogwai,Young Team,4
Tracy,Mogwai,Young Team,5
Summer (Priority Version),Mogwai,Young Team,6
With Portfolio,Mogwai,Young Team,7
R U Still In 2 It?,Mogwai,Young Team,8
A Cheery Wave from Stranded Youngsters,Mogwai,Young Team,9
Mogwai Fear Satan,Mogwai,Young Team,10
Young Face Gone Wrong,Mogwai,Young Team,11
I Don't Know What to Say,Mogwai,Young Team,12
I Can't Remember,Mogwai,Young Team,13
Honey,Mogwai,Young Team,14
Katrien (Live),Mogwai,Young Team,15
R U Still In 2 It? (Live),Mogwai,Young Team,16
Like Herod (Live),Mogwai,Young Team,17
Summer (Live),Mogwai,Young Team,18
Mogwai Fear Satan (Live),Mogwai,Young Team,19
Punk Rock,Mogwai,Come on Die Young,1
Cody,Mogwai,Come on Die Young,2
Helps Both Ways,Mogwai,Come on Die Young,3
Year 2000 Non - Compliant Cardia,Mogwai,Come on Die Young,4
Kappa,Mogwai,Come on Die Young,5
Waltz for Aidan,Mogwai,Come on Die Young,6
May Nothing But Happiness Come Through Your Door,Mogwai,Come on Die Young,7
Oh! How the Dogs Stack Up,Mogwai,Come on Die Young,8
Ex-Cowboy,Mogwai,Come on Die Young,9
Chocky,Mogwai,Come on Die Young,10
Christmas Steps,Mogwai,Come on Die Young,11
Punk Rock / Puff Daddy / Antichrist,Mogwai,Come on Die Young,12
Superheroes of BMX,Mogwai,EP+6,1
Now You're Taken,Mogwai,EP+6,2
Stereodee,Mogwai,EP+6,3
Xmas Steps,Mogwai,EP+6,4
Rollerball,Mogwai,EP+6,5
Small Children in the Background,Mogwai,EP+6,6
Stanley Kubrick,Mogwai,EP+6,7
Christmas Song,Mogwai,EP+6,8
Burn Girl Prom Queen,Mogwai,EP+6,9
Rage: Man,Mogwai,EP+6,10
Round The Moon,Summer Camp,Young,1
Was It Worth It?,Summer Camp,Young,2
Veronica Sawyer,Summer Camp,Young,3
Why Don't You Stay,Summer Camp,Young,4
Ghost Train,Summer Camp,Young,5
Jake Ryan,Summer Camp,Young,6
Going To Hell,The Brian Jonestown Massacre,Strung Out In Heaven,1
Let's Pretend It's Summer,The Brian Jonestown Massacre,Strung Out In Heaven,2
Wasting Away,The Brian Jonestown Massacre,Strung Out In Heaven,3
Jennifer,The Brian Jonestown Massacre,Strung Out In Heaven,4
Got My Eye On You,The Brian Jonestown Massacre,Strung Out In Heaven,5
Nothing To Lose,The Brian Jonestown Massacre,Strung Out In Heaven,6
Love,The Brian Jonestown Massacre,Strung Out In Heaven,7
Maybe Tomorrow,The Brian Jonestown Massacre,Strung Out In Heaven,8
Spun,The Brian Jonestown Massacre,Strung Out In Heaven,9
I've Been Waiting,The Brian Jonestown Massacre,Strung Out In Heaven,10
Dawn,The Brian Jonestown Massacre,Strung Out In Heaven,11
Lantern,The Brian Jonestown Massacre,Strung Out In Heaven,12
Wisdom,The Brian Jonestown Massacre,Strung Out In Heaven,13
Despicable Dogs,Small Black,Small Black EP (Deluxe),1
Weird Machines,Small Black,Small Black EP (Deluxe),2
Bad Lover,Small Black,Small Black EP (Deluxe),3
Pleasant Experience,Small Black,Small Black EP (Deluxe),4
Lady In the Wires,Small Black,Small Black EP (Deluxe),5
Kings of Animals,Small Black,Small Black EP (Deluxe),6
Baby Bird Pt. 2,Small Black,Small Black EP (Deluxe),7
Camouflage,Small Black,New Chain,1
Search Party,Small Black,New Chain,2
Hydra,Small Black,New Chain,3
Photojournalist,Small Black,New Chain,4
Crisp 100s,Small Black,New Chain,5
Goons,Small Black,New Chain,6
Light Curse,Small Black,New Chain,7
New Chain,Small Black,New Chain,8
Panthers,Small Black,New Chain,9
Invisible Grid,Small Black,New Chain,10
Moonchild,M83,Before The Dawn Heals Us,1
Don't Save Us From The Flames,M83,Before The Dawn Heals Us,2
In The Cold I'm Standing,M83,Before The Dawn Heals Us,3
Farewell / Goodbye,M83,Before The Dawn Heals Us,4
"Fields, Shorelines and Hunters",M83,Before The Dawn Heals Us,5
*,M83,Before The Dawn Heals Us,6
I Guess I'm Floating,M83,Before The Dawn Heals Us,7
Teen Angst,M83,Before The Dawn Heals Us,8
Can't Stop,M83,Before The Dawn Heals Us,9
Safe,M83,Before The Dawn Heals Us,10
Let Men Burn Stars,M83,Before The Dawn Heals Us,11
Car Chase Terror !,M83,Before The Dawn Heals Us,12
Slight Night Shiver,M83,Before The Dawn Heals Us,13
A Guitar And A Heart,M83,Before The Dawn Heals Us,14
Lower Your Eyelids To Die With The Sun,M83,Before The Dawn Heals Us,15
You Appearing,M83,Saturdays = Youth,1
Kim & Jessie,M83,Saturdays = Youth,2
Skin Of The Night,M83,Saturdays = Youth,3
Graveyard girl,M83,Saturdays = Youth,4
Couleurs,M83,Saturdays = Youth,5
Up !,M83,Saturdays = Youth,6
We Own The Sky,M83,Saturdays = Youth,7
Highway Of Endless Dreams,M83,Saturdays = Youth,8
Too Late,M83,Saturdays = Youth,9
Dark Moves Of Love,M83,Saturdays = Youth,10
Midnight Souls Still Remain,M83,Saturdays = Youth,11
(AM),Neon Indian,Psychic Chasms,1
Deadbeat Summer,Neon Indian,Psychic Chasms,2
Laughing Gas,Neon Indian,Psychic Chasms,3
Terminally Chill,Neon Indian,Psychic Chasms,4
"(if I knew, I'd tell you)",Neon Indian,Psychic Chasms,5
6669 (I don't know if you know ),Neon Indian,Psychic Chasms,6
Should have taken acid with you,Neon Indian,Psychic Chasms,7
"Mind, Drips",Neon Indian,Psychic Chasms,8
Psychic Chasms,Neon Indian,Psychic Chasms,9
Local Joke,Neon Indian,Psychic Chasms,10
Ephemeral Artery,Neon Indian,Psychic Chasms,11
7000 (Reprise),Neon Indian,Psychic Chasms,12
Take My Heart,Black Lips,200 Million Thousand,1
Drugs,Black Lips,200 Million Thousand,2
Starting Over,Black Lips,200 Million Thousand,3
Let It Grow,Black Lips,200 Million Thousand,4
Trapped In A Basement,Black Lips,200 Million Thousand,5
Short Fuse,Black Lips,200 Million Thousand,6
I'll Be With You,Black Lips,200 Million Thousand,7
Big Black Baby Jesus Of Today,Black Lips,200 Million Thousand,8
Again & Again,Black Lips,200 Million Thousand,9
Old Man,Black Lips,200 Million Thousand,10
Drop I Hold,Black Lips,200 Million Thousand,11
Body Combat,Black Lips,200 Million Thousand,12
Elijah,Black Lips,200 Million Thousand,13
I Saw God ,Black Lips,200 Million Thousand,14
Meltdown,Black Lips,200 Million Thousand,15
I Don't Want Love,The Antlers,Burst Apart,1
French Exit,The Antlers,Burst Apart,2
Parentheses,The Antlers,Burst Apart,3
No Widows,The Antlers,Burst Apart,4
Rolled Together,The Antlers,Burst Apart,5
Every Night My Teeth Are Falling Out,The Antlers,Burst Apart,6
Tiptoe,The Antlers,Burst Apart,7
Hounds,The Antlers,Burst Apart,8
Corsicana,The Antlers,Burst Apart,9
Putting The Dog To Sleep,The Antlers,Burst Apart,10
Fashion Tips Baby,Fear Before The March of Flames,Odd How People Shake,1
Go Wash Your Mouth... I Don't Know Where It's Been,Fear Before The March of Flames,Odd How People Shake,2
Given To Dreams,Fear Before The March of Flames,Odd How People Shake,3
Girl's Got A Face Like Murder,Fear Before The March of Flames,Odd How People Shake,4
"The Lisbon Girls, Oh The Lisbon Girls",Fear Before The March of Flames,Odd How People Shake,5
The 20th Century Was Entirely Mine,Fear Before The March of Flames,Odd How People Shake,6
"Sarah Goldfarb, Where Are Your Manners",Fear Before The March of Flames,Odd How People Shake,7
"On The Brightside, She Could Choke",Fear Before The March of Flames,Odd How People Shake,8
"Motelroom, Grandpiano",Fear Before The March of Flames,Odd How People Shake,9
What Happens In Vegas Stays In Vegas,Fear Before The March of Flames,Odd How People Shake,10
"Hey Kid I'm a Computer, Stop All the Downloading",Fear Before The March of Flames,Art Damage,1
Should Have Stayed in the Shallows,Fear Before The March of Flames,Art Damage,2
"Consequences David, You'll Meet Your Fate in the Styx",Fear Before The March of Flames,Art Damage,3
Whiskey Is Alright in Its Place But Its Place Is in Hell,Fear Before The March of Flames,Art Damage,4
Story of the Curious Oysters,Fear Before The March of Flames,Art Damage,5
Absolutely Fabulous and Me,Fear Before The March of Flames,Art Damage,6
Long Road to the Middle,Fear Before The March of Flames,Art Damage,7
State of Texas vs. Fear Before,Fear Before The March of Flames,Art Damage,8
Law of Averages,Fear Before The March of Flames,Art Damage,9
Tyrant Meets His Maker,Fear Before The March of Flames,Art Damage,10
God Awful Truth,Fear Before The March of Flames,Art Damage,11
All Of This,The Naked And Famous,"Passive Me, Aggressive You",1
Punching In A Dream,The Naked And Famous,"Passive Me, Aggressive You",2
Frayed,The Naked And Famous,"Passive Me, Aggressive You",3
The Source,The Naked And Famous,"Passive Me, Aggressive You",4
The Sun,The Naked And Famous,"Passive Me, Aggressive You",5
Eyes,The Naked And Famous,"Passive Me, Aggressive You",6
Young Blood,The Naked And Famous,"Passive Me, Aggressive You",7
No Way,The Naked And Famous,"Passive Me, Aggressive You",8
Spank,The Naked And Famous,"Passive Me, Aggressive You",9
Jilted Lovers,The Naked And Famous,"Passive Me, Aggressive You",10
A Wolf In Geek's Clothing,The Naked And Famous,"Passive Me, Aggressive You",11
The Ends,The Naked And Famous,"Passive Me, Aggressive You",12
Girls Like You,The Naked And Famous,"Passive Me, Aggressive You",13
Family Tree,Black Lips,Arabia Mountain,1
Modern Art,Black Lips,Arabia Mountain,2
Spidey's Curse,Black Lips,Arabia Mountain,3
Mad Dog,Black Lips,Arabia Mountain,4
